timestamp,event_type,details,sequence_id
2024-01-06 00:00:02,> CLICK,[menuitem]  Railcards -> CLICK,seq_6
2024-01-06 00:00:03,25,[combobox]  How old are you? -> SELECT: 18-25,seq_6
2024-01-06 00:00:04,> SELECT: Couple,[combobox]  Who do you usually travel with? -> SELECT: Couple,seq_6
2024-01-06 00:00:05,> SELECT: Yes,[combobox]  Do you travel within London and the South East? -> SELECT: Yes,seq_6
2024-01-07 00:00:01,> TYPE: BERLIN,"[combobox]  Departure station, none selected. Select a station... -> TYPE: BERLIN",seq_7
2024-01-07 00:00:02,> CLICK,[span]  Berlin -> CLICK,seq_7
2024-01-07 00:00:03,> TYPE: ZURICH,"[combobox]  Arrival station, none selected. Select a station. -> TYPE: ZURICH",seq_7
2024-01-07 00:00:04,> CLICK,[span]  Zürich -> CLICK,seq_7
2024-01-07 00:00:05,> CLICK,[textbox]  Date use format: 25-Mar-23 -> CLICK,seq_7
2024-01-07 00:00:06,> CLICK,[link]  31 -> CLICK,seq_7
2024-01-07 00:00:07,> SELECT: 08,[listbox]  hour -> SELECT: 08,seq_7
2024-01-07 00:00:08,> SELECT: 00,[listbox]  minutes -> SELECT: 00,seq_7
2024-01-07 00:00:09,> CLICK,[button]  Get cheapest tickets -> CLICK,seq_7
2024-01-07 00:00:10,> CLICK,[div]   -> CLICK,seq_7
2024-01-07 00:00:11,> CLICK,[heading]  to next step -> CLICK,seq_7
2024-01-07 00:00:12,> CLICK,[div]   -> CLICK,seq_7
2024-01-07 00:00:13,> CLICK,[div]   -> CLICK,seq_7
2024-01-07 00:00:14,> CLICK,[div]   -> CLICK,seq_7
2024-01-07 00:00:15,> CLICK,[span]  Continue -> CLICK,seq_7
2024-01-08 00:00:01,> CLICK,[link]  MOVIES -> CLICK,seq_8
2024-01-08 00:00:02,> CLICK,[svg]   -> CLICK,seq_8
2024-01-08 00:00:03,> CLICK,[select-label]  Audience score (highest) -> CLICK,seq_8
2024-01-08 00:00:04,> CLICK,[span]  Genre -> CLICK,seq_8
2024-01-08 00:00:05,> CLICK,[div]   -> CLICK,seq_8
2024-01-08 00:00:06,> CLICK,[button]  APPLY -> CLICK,seq_8
2024-01-08 00:00:07,> CLICK,[span]  Rating -> CLICK,seq_8
2024-01-08 00:00:08,> CLICK,[div]   -> CLICK,seq_8
2024-01-08 00:00:09,> CLICK,[button]  APPLY -> CLICK,seq_8
2024-01-09 00:00:01,> CLICK,[button]  Open Search -> CLICK,seq_9
2024-01-09 00:00:02,> TYPE: Kevin Durant,[textbox]  Search -> TYPE: Kevin Durant,seq_9
2024-01-09 00:00:03,> CLICK,[link]  Kevin Durant Phoenix Suns -> CLICK,seq_9
2024-01-09 00:00:04,> CLICK,[link]  Bio -> CLICK,seq_9
2024-01-10 00:00:01,> CLICK,[button]  Open Search -> CLICK,seq_10
2024-01-10 00:00:02,> TYPE: Golden State Warriors,[textbox]  Search -> TYPE: Golden State Warriors,seq_10
2024-01-10 00:00:03,> CLICK,[link]  Golden State Warriors NBA -> CLICK,seq_10
2024-01-10 00:00:04,> CLICK,[link]  Roster -> CLICK,seq_10
2024-01-11 00:00:01,> CLICK,[button]  Open Navigation Drawer -> CLICK,seq_11
2024-01-11 00:00:02,> CLICK,[span]  Cannes -> CLICK,seq_11
2024-01-11 00:00:03,> CLICK,[link]  2022 -> CLICK,seq_11
2024-01-11 00:00:04,> CLICK,[link]  Eo -> CLICK,seq_11
2024-01-11 00:00:05,> CLICK,[button]  ​Jerzy Skolimowski -> CLICK,seq_11
2024-01-11 00:00:06,> CLICK,[button]  Add to list -> CLICK,seq_11
2024-01-11 00:00:07,> CLICK,[menuitem]  Create new list -> CLICK,seq_11
2024-01-11 00:00:08,> TYPE: Directors,[textarea]   -> TYPE: Directors,seq_11
2024-01-11 00:00:09,> TYPE: To Watch,[textarea]   -> TYPE: To Watch,seq_11
2024-01-11 00:00:10,> SELECT: People,[combobox]  Type of List * -> SELECT: People,seq_11
2024-01-11 00:00:11,> CLICK,[button]  CREATE -> CLICK,seq_11
2024-01-12 00:00:01,> CLICK,[link]  Music -> CLICK,seq_12
2024-01-12 00:00:02,> CLICK,[link]  hip-hop -> CLICK,seq_12
2024-01-12 00:00:03,> CLICK,[gridcell]  Clint Eastwood -> CLICK,seq_12
2024-01-12 00:00:04,> CLICK,[button]  More -> CLICK,seq_12
2024-01-12 00:00:05,> CLICK,[button]  Set track as current obsession -> CLICK,seq_12
2024-01-13 00:00:01,> CLICK,[link]  Search -> CLICK,seq_13
2024-01-13 00:00:02,> TYPE: Katy Perry,[textbox]  Search -> TYPE: Katy Perry,seq_13
2024-01-13 00:00:03,> CLICK,[button]  Search -> CLICK,seq_13
2024-01-13 00:00:04,> CLICK,[a]   -> CLICK,seq_13
2024-01-13 00:00:05,> CLICK,[button]  BOOKMARK -> CLICK,seq_13
2024-01-13 00:00:06,> CLICK,[button]  OKAY -> CLICK,seq_13
2024-01-13 00:00:07,> CLICK,[link]  View all tracks -> CLICK,seq_13
2024-01-14 00:00:01,> CLICK,[link]  Charts -> CLICK,seq_14
2024-01-14 00:00:02,> CLICK,[link]  Weekly -> CLICK,seq_14
2024-01-14 00:00:03,> CLICK,[link]  Taylor Swift -> CLICK,seq_14
2024-01-14 00:00:04,> CLICK,[tr]  1 -> CLICK,seq_14
2024-01-15 00:00:01,> CLICK,[link]   Computer Peripherals  -> CLICK,seq_15
2024-01-15 00:00:02,> CLICK,[link]  Printer Ink & Toner  -> CLICK,seq_15
2024-01-15 00:00:03,> CLICK,[link]  Xerox Toner -> CLICK,seq_15
2024-01-15 00:00:04,> CLICK,[span]  Newegg -> CLICK,seq_15
2024-01-15 00:00:05,> CLICK,[button]  APPLY -> CLICK,seq_15
2024-01-15 00:00:06,> CLICK,[span]  Magenta -> CLICK,seq_15
2024-01-15 00:00:07,> CLICK,[button]  APPLY -> CLICK,seq_15
2024-01-15 00:00:08,> CLICK,[span]  Single Pack -> CLICK,seq_15
2024-01-15 00:00:09,> CLICK,[button]  APPLY -> CLICK,seq_15
2024-01-15 00:00:10,> SELECT: Lowest Price,[combobox]  Featured Items  -> SELECT: Lowest Price,seq_15
2024-01-16 00:00:01,> TYPE: MUMBAI,"[combobox]  Enter your departing city, airport name, or airpor... -> TYPE: MUMBAI",seq_16
2024-01-16 00:00:02,> CLICK,"[button]  Mumbai, IN (BOM) -> CLICK",seq_16
2024-01-16 00:00:03,> TYPE: LONDON,"[combobox]  Enter your destination city, airport name, or airp... -> TYPE: LONDON",seq_16
2024-01-16 00:00:04,> CLICK,"[button]  London, GB (LON - All Airports) -> CLICK",seq_16
2024-01-16 00:00:05,> CLICK,[textbox]  Depart -> CLICK,seq_16
2024-01-16 00:00:06,> CLICK,"[button]  Saturday, July 1, 2023 -> CLICK",seq_16
2024-01-16 00:00:07,> CLICK,"[button]  Wednesday, July 5, 2023 -> CLICK",seq_16
2024-01-16 00:00:08,> CLICK,[button]  1 Adult -> CLICK,seq_16
2024-01-16 00:00:09,> CLICK,[button]  Substract one Adult -> CLICK,seq_16
2024-01-16 00:00:10,> CLICK,[button]  Substract one Child -> CLICK,seq_16
2024-01-16 00:00:11,> CLICK,[generic]  Economy -> CLICK,seq_16
2024-01-16 00:00:12,> CLICK,[option]  Premium economy -> CLICK,seq_16
2024-01-16 00:00:13,> CLICK,[button]  Find flights -> CLICK,seq_16
2024-01-16 00:00:14,> CLICK,[button]  Search button opens in a same tab/Window -> CLICK,seq_16
2024-01-17 00:00:01,> CLICK,[link]  TV SHOWS -> CLICK,seq_17
2024-01-17 00:00:02,> CLICK,[svg]   -> CLICK,seq_17
2024-01-17 00:00:03,> CLICK,[div]   -> CLICK,seq_17
2024-01-17 00:00:04,> CLICK,[button]  APPLY -> CLICK,seq_17
2024-01-17 00:00:05,> CLICK,[svg]   -> CLICK,seq_17
2024-01-17 00:00:06,> CLICK,[div]   -> CLICK,seq_17
2024-01-18 00:00:01,> CLICK,[link]  TV SHOWS -> CLICK,seq_18
2024-01-18 00:00:02,> CLICK,[img]  showtime -> CLICK,seq_18
2024-01-18 00:00:03,> CLICK,[svg]   -> CLICK,seq_18
2024-01-18 00:00:04,> CLICK,[div]   -> CLICK,seq_18
2024-01-19 00:00:01,> CLICK,[link]  NFL -> CLICK,seq_19
2024-01-19 00:00:02,> CLICK,[link]  Scores -> CLICK,seq_19
2024-01-19 00:00:03,> CLICK,[button]  Calendar -> CLICK,seq_19
2024-01-19 00:00:04,> CLICK,[svg]   -> CLICK,seq_19
2024-01-19 00:00:05,> CLICK,[svg]   -> CLICK,seq_19
2024-01-19 00:00:06,> CLICK,[svg]   -> CLICK,seq_19
2024-01-19 00:00:07,> CLICK,[svg]   -> CLICK,seq_19
2024-01-19 00:00:08,> CLICK,[svg]   -> CLICK,seq_19
2024-01-19 00:00:09,> CLICK,[use]   -> CLICK,seq_19
2024-01-19 00:00:10,> CLICK,[svg]   -> CLICK,seq_19
2024-01-19 00:00:11,> CLICK,[link]  Super Bowl -> CLICK,seq_19
2024-01-20 00:00:01,> CLICK,[textbox]  Near -> CLICK,seq_20
2024-01-20 00:00:02,"> TYPE: Oakland, CA","[textbox]  Near -> TYPE: Oakland, CA",seq_20
2024-01-20 00:00:03,> CLICK,"[span]  Oakland, CA -> CLICK",seq_20
2024-01-20 00:00:04,> CLICK,[textbox]  Find -> CLICK,seq_20
2024-01-20 00:00:05,> TYPE: Hot Dogs,[textbox]  Find -> TYPE: Hot Dogs,seq_20
2024-01-20 00:00:06,> CLICK,[span]  Hot Dogs -> CLICK,seq_20
2024-01-20 00:00:07,> CLICK,[button]  Offers Delivery -> CLICK,seq_20
2024-01-21 00:00:01,> HOVER,[link]  Restaurants -> HOVER,seq_21
2024-01-21 00:00:02,> CLICK,[span]  Reservations -> CLICK,seq_21
2024-01-21 00:00:03,> TYPE: SAN FRANCISCO,[textbox]  Near -> TYPE: SAN FRANCISCO,seq_21
2024-01-21 00:00:04,> CLICK,[span]  San Francisco -> CLICK,seq_21
2024-01-21 00:00:05,> CLICK,[checkbox]   Cocktail Bars -> CLICK,seq_21
2024-01-21 00:00:06,> CLICK,[checkbox]   Outdoor Seating -> CLICK,seq_21
2024-01-21 00:00:07,> CLICK,[button]  Recommended -> CLICK,seq_21
2024-01-21 00:00:08,> CLICK,[span]  Most Reviewed -> CLICK,seq_21
2024-01-22 00:00:01,> HOVER,[button]  NBA -> HOVER,seq_22
2024-01-22 00:00:02,> CLICK,[link]  Stats -> CLICK,seq_22
2024-01-22 00:00:03,> CLICK,[link]  Points -> CLICK,seq_22
2024-01-23 00:00:01,> TYPE: Ed Sheeran,[textbox]  Enter artist name or song title -> TYPE: Ed Sheeran,seq_23
2024-01-23 00:00:02,> CLICK,[b]  ed sheeran -> CLICK,seq_23
2024-01-24 00:00:01,> TYPE: smith,[textbox]  Enter artist name or song title -> TYPE: smith,seq_24
2024-01-24 00:00:02,> CLICK,[button]  SEARCH -> CLICK,seq_24
2024-01-24 00:00:03,> CLICK,[button]  Tabs -> CLICK,seq_24
2024-01-24 00:00:04,> CLICK,[span]  Artists -> CLICK,seq_24
2024-01-25 00:00:01,> CLICK,[searchbox]  Search -> CLICK,seq_25
2024-01-25 00:00:02,> TYPE: Taylor Swift,[searchbox]  Search -> TYPE: Taylor Swift,seq_25
2024-01-25 00:00:03,> CLICK,[button]  Search -> CLICK,seq_25
2024-01-25 00:00:04,> CLICK,[link]  Taylor Swift -> CLICK,seq_25
2024-01-25 00:00:05,> CLICK,[button]  Follow -> CLICK,seq_25
2024-01-25 00:00:06,> CLICK,[link]  Playlists -> CLICK,seq_25
2024-01-25 00:00:07,> HOVER,[span]  Add to Next up -> HOVER,seq_25
2024-01-26 00:00:01,> HOVER,[link]  BABY -> HOVER,seq_26
2024-01-26 00:00:02,> CLICK,[tab]  Toddler (6M-5Y) -> CLICK,seq_26
2024-01-26 00:00:03,> CLICK,[link]  All Toddler (6M-5Y) -> CLICK,seq_26
2024-01-26 00:00:04,> CLICK,[heading]  Category -> CLICK,seq_26
2024-01-26 00:00:05,> CLICK,[input]   -> CLICK,seq_26
2024-01-26 00:00:06,> CLICK,[option]  Socks -> CLICK,seq_26
2024-01-26 00:00:07,> CLICK,[generic]  Sort by -> CLICK,seq_26
2024-01-26 00:00:08,> CLICK,[option]  Price: Low to high -> CLICK,seq_26
2024-01-26 00:00:09,> CLICK,[div]  See more chips. -> CLICK,seq_26
2024-01-26 00:00:10,> CLICK,[img]  Short Socks (2 Pairs) -> CLICK,seq_26
2024-01-26 00:00:11,> CLICK,[svg]   -> CLICK,seq_26
2024-01-26 00:00:12,> CLICK,[button]  Age18M-3Y(12-15cm) -> CLICK,seq_26
2024-01-26 00:00:13,> CLICK,[button]  CLOSE -> CLICK,seq_26
2024-01-27 00:00:01,> CLICK,[tab]  My Trips -> CLICK,seq_27
2024-01-27 00:00:02,> TYPE: 123456789,[textbox]  booking reference -> TYPE: 123456789,seq_27
2024-01-27 00:00:03,> TYPE: Smith,[textbox]  last name -> TYPE: Smith,seq_27
2024-01-27 00:00:04,> HOVER,[button]  Retrieve booking -> HOVER,seq_27
2024-01-28 00:00:01,> CLICK,[button]  Vehicles -> CLICK,seq_28
2024-01-28 00:00:02,> CLICK,[link]  Exotic Cars -> CLICK,seq_28
2024-01-28 00:00:03,> CLICK,[link]  Explore Vehicles -> CLICK,seq_28
2024-01-28 00:00:04,> CLICK,[link]  Learn More -> CLICK,seq_28
2024-01-29 00:00:01,> TYPE: JFK,"[searchbox]  Pick-up & Return Location (ZIP, City or Airport) (... -> TYPE: JFK",seq_29
2024-01-29 00:00:02,> CLICK,[span]  New York -> CLICK,seq_29
2024-01-29 00:00:03,> CLICK,[button]  Selected Pick-Up Date 03/22/2023 -> CLICK,seq_29
2024-01-29 00:00:04,> CLICK,[button]  03/27/2023 -> CLICK,seq_29
2024-01-29 00:00:05,> SELECT: 11:00 AM,[combobox]  Pick-Up Time Selector -> SELECT: 11:00 AM,seq_29
2024-01-29 00:00:06,> CLICK,[button]  Date -> CLICK,seq_29
2024-01-29 00:00:07,> CLICK,[button]  03/30/2023 -> CLICK,seq_29
2024-01-29 00:00:08,> CLICK,[button]  Browse Vehicles -> CLICK,seq_29
2024-01-29 00:00:09,> CLICK,[checkbox]  Trucks -> CLICK,seq_29
2024-01-29 00:00:10,> SELECT: Low to High,[combobox]  SORT BY -> SELECT: Low to High,seq_29
2024-01-29 00:00:11,> CLICK,[checkbox]  4+ -> CLICK,seq_29
2024-01-29 00:00:12,> CLICK,[button]  Select Chevrolet Colorado Vehicle -> CLICK,seq_29
2024-01-29 00:00:13,> CLICK,[button]  Continue to Review -> CLICK,seq_29
2024-01-30 00:00:01,> TYPE: sofi stadium,[combobox]    Enter an Address or Venue to find parking -> TYPE: sofi stadium,seq_30
2024-01-30 00:00:02,> CLICK,[span]  SoFi Stadium -> CLICK,seq_30
2024-01-30 00:00:03,> CLICK,[strong]  Filters -> CLICK,seq_30
2024-01-30 00:00:04,> CLICK,[checkbox]  Parking and Pay with Phone icon Parking & Pay with... -> CLICK,seq_30
2024-01-31 00:00:01,> TYPE: Thalia Hall,[combobox]    Enter an Address or Venue to find parking -> TYPE: Thalia Hall,seq_31
2024-01-31 00:00:02,> CLICK,"[span]  South Allport Street, Chicago, IL, USA -> CLICK",seq_31
2024-01-31 00:00:03,> CLICK,[strong]  Filters -> CLICK,seq_31
2024-01-31 00:00:04,> CLICK,[checkbox]  Pre-Purchased Available -> CLICK,seq_31
2024-02-01 00:00:01,> CLICK,[link]  CITIES -> CLICK,seq_32
2024-02-01 00:00:02,> CLICK,[span]  Find your state -> CLICK,seq_32
2024-02-01 00:00:03,> CLICK,[link]  New York -> CLICK,seq_32
2024-02-01 00:00:04,> CLICK,[link]  New York -> CLICK,seq_32
2024-02-01 00:00:05,> TYPE: 66 perry st,[span]  Enter an Address or Venue to find parking -> TYPE: 66 perry st,seq_32
2024-02-01 00:00:06,> CLICK,[span]  66 -> CLICK,seq_32
2024-02-01 00:00:07,> CLICK,[span]  Apr 18 -> CLICK,seq_32
2024-02-01 00:00:08,> CLICK,[gridcell]  20 -> CLICK,seq_32
2024-02-01 00:00:09,> CLICK,[span]  01:30PM -> CLICK,seq_32
2024-02-01 00:00:10,> CLICK,[link]  05:30PM -> CLICK,seq_32
2024-02-01 00:00:11,> CLICK,[span]  Apr 20 -> CLICK,seq_32
2024-02-01 00:00:12,> CLICK,[gridcell]  21 -> CLICK,seq_32
2024-02-01 00:00:13,> CLICK,[span]  07:30PM -> CLICK,seq_32
2024-02-01 00:00:14,> CLICK,[link]  05:30AM -> CLICK,seq_32
2024-02-01 00:00:15,> CLICK,[button]  SEARCH -> CLICK,seq_32
2024-02-01 00:00:16,> CLICK,[span]  Distance -> CLICK,seq_32
2024-02-01 00:00:17,> CLICK,[link]  Price -> CLICK,seq_32
2024-02-01 00:00:18,> CLICK,[button]  Book now -> CLICK,seq_32
2024-02-01 00:00:19,> CLICK,"[button]  YES, PROCEED -> CLICK",seq_32
2024-02-02 00:00:01,> CLICK,[button]  Open Menu -> CLICK,seq_33
2024-02-02 00:00:02,> CLICK,[link]  See All -> CLICK,seq_33
2024-02-02 00:00:03,> CLICK,[link]  Computers -> CLICK,seq_33
2024-02-02 00:00:04,> CLICK,[link]  Drives & Storage -> CLICK,seq_33
2024-02-02 00:00:05,> CLICK,[link]  External Solid State Drives -> CLICK,seq_33
2024-02-02 00:00:06,> CLICK,[span]  Sort by: -> CLICK,seq_33
2024-02-02 00:00:07,> CLICK,[option]  Price: Low to High -> CLICK,seq_33
2024-02-03 00:00:01,> TYPE: smartwatch,[textbox]  Search Amazon -> TYPE: smartwatch,seq_34
2024-02-03 00:00:02,> CLICK,[button]  smartwatches -> CLICK,seq_34
2024-02-03 00:00:03,> CLICK,[i]   -> CLICK,seq_34
2024-02-03 00:00:04,> CLICK,"[img]  Sponsored Ad - SKG V9C Smart Watch for Men Women, ... -> CLICK",seq_34
2024-02-03 00:00:05,> CLICK,[button]  Add to Cart -> CLICK,seq_34
2024-02-04 00:00:01,> CLICK,[link]  Bargain Cave -> CLICK,seq_35
2024-02-04 00:00:02,> CLICK,[link]  Men's Shoes & Boots -> CLICK,seq_35
2024-02-04 00:00:03,> CLICK,[label]  Boots -> CLICK,seq_35
2024-02-04 00:00:04,> CLICK,[label]  Sale -> CLICK,seq_35
2024-02-04 00:00:05,> CLICK,[div]  Color -> CLICK,seq_35
2024-02-04 00:00:06,> CLICK,[label]  Black -> CLICK,seq_35
2024-02-04 00:00:07,> CLICK,[div]  Average Ratings -> CLICK,seq_35
2024-02-04 00:00:08,> CLICK,[label]  .Stars::before { -> CLICK,seq_35
2024-02-05 00:00:01,> CLICK,[link]  Gift Registry -> CLICK,seq_36
2024-02-05 00:00:02,> CLICK,[span]  Find a Registry -> CLICK,seq_36
2024-02-05 00:00:03,> TYPE: Carla,[textbox]  First Name -> TYPE: Carla,seq_36
2024-02-05 00:00:04,> TYPE: Cahill,[textbox]  Last Name -> TYPE: Cahill,seq_36
2024-02-05 00:00:05,> CLICK,[link]  SEARCH -> CLICK,seq_36
2024-02-05 00:00:06,> CLICK,[span]  View -> CLICK,seq_36
2024-02-05 00:00:07,> CLICK,[link]  I don't have the password -> CLICK,seq_36
2024-02-05 00:00:08,> TYPE: Michael Cahill,[textbox]  Your Name -> TYPE: Michael Cahill,seq_36
2024-02-05 00:00:09,> TYPE: cahillm@gmail.com,[textbox]  Your Email -> TYPE: cahillm@gmail.com,seq_36
2024-02-05 00:00:10,> CLICK,[link]  REQUEST PASSWORD -> CLICK,seq_36
2024-02-06 00:00:01,> CLICK,[link]  Fishing -> CLICK,seq_37
2024-02-06 00:00:02,> CLICK,[menuitem]  FISHING REELS -> CLICK,seq_37
2024-02-06 00:00:03,> CLICK,[link]  Power Assisted Reels (6) -> CLICK,seq_37
2024-02-06 00:00:04,> CLICK,[label]  In Stock -> CLICK,seq_37
2024-02-07 00:00:01,> CLICK,[link]  Footwear -> CLICK,seq_38
2024-02-07 00:00:02,> CLICK,[menuitem]  Hiking Boots -> CLICK,seq_38
2024-02-07 00:00:03,> CLICK,[svg]   -> CLICK,seq_38
2024-02-07 00:00:04,> CLICK,[label]  Brown -> CLICK,seq_38
2024-02-07 00:00:05,> CLICK,[svg]   -> CLICK,seq_38
2024-02-07 00:00:06,> CLICK,[label]  9 -> CLICK,seq_38
2024-02-07 00:00:07,> CLICK,[label]  Available in Store -> CLICK,seq_38
2024-02-07 00:00:08,> CLICK,[label]  KEEN -> CLICK,seq_38
2024-02-07 00:00:09,> CLICK,[svg]   -> CLICK,seq_38
2024-02-07 00:00:10,> CLICK,[label]  .Stars::before { -> CLICK,seq_38
2024-02-07 00:00:11,> CLICK,[span]  Sort by: -> CLICK,seq_38
2024-02-07 00:00:12,> CLICK,[div]  Price (Low to High) -> CLICK,seq_38
2024-02-08 00:00:01,> HOVER,[link]  Home Services -> HOVER,seq_39
2024-02-08 00:00:02,> CLICK,[span]  Landscaping -> CLICK,seq_39
2024-02-08 00:00:03,> TYPE: WEST HOLLYWOOD,[textbox]  Near -> TYPE: WEST HOLLYWOOD,seq_39
2024-02-08 00:00:04,> CLICK,[span]  West Hollywood -> CLICK,seq_39
2024-02-08 00:00:05,> CLICK,[radio]   Lawns or greenscapes -> CLICK,seq_39
2024-02-08 00:00:06,> CLICK,[button]  Fast-responding -> CLICK,seq_39
2024-02-08 00:00:07,> CLICK,[button]  Recommended -> CLICK,seq_39
2024-02-08 00:00:08,> CLICK,[span]  Most Reviewed -> CLICK,seq_39
2024-02-08 00:00:09,> CLICK,[button]  Verified License -> CLICK,seq_39
2024-02-08 00:00:10,> CLICK,[button]  Got it -> CLICK,seq_39
2024-02-09 00:00:01,> TYPE: thai restaurants,[textbox]  Find -> TYPE: thai restaurants,seq_40
2024-02-09 00:00:02,> CLICK,[span]  Thai Restaurants -> CLICK,seq_40
2024-02-09 00:00:03,> CLICK,[button]  Offers Delivery -> CLICK,seq_40
2024-02-09 00:00:04,> CLICK,[span]  1 -> CLICK,seq_40
2024-02-09 00:00:05,> CLICK,[button]  See all -> CLICK,seq_40
2024-02-09 00:00:06,> CLICK,[checkbox]   Vegan -> CLICK,seq_40
2024-02-09 00:00:07,> CLICK,[button]  Add -> CLICK,seq_40
2024-02-10 00:00:01,> TYPE: Pune,"[combobox]  Enter your departing city, airport name, or airpor... -> TYPE: Pune",seq_41
2024-02-10 00:00:02,> CLICK,"[button]  Pune, IN (PNQ) -> CLICK",seq_41
2024-02-10 00:00:03,> TYPE: New York,"[combobox]  Enter your destination city, airport name, or airp... -> TYPE: New York",seq_41
2024-02-10 00:00:04,> CLICK,"[button]  New York, NY, US (NYC - All Airports) -> CLICK",seq_41
2024-02-10 00:00:05,> CLICK,[button]  Find flights -> CLICK,seq_41
2024-02-10 00:00:06,> CLICK,"[button]  Roundtrip $2,984 Select fare for Economy (fully re... -> CLICK",seq_41
2024-02-11 00:00:01,> CLICK,[textbox]  To -> CLICK,seq_42
2024-02-11 00:00:02,> CLICK,[button]  Greece -> CLICK,seq_42
2024-02-11 00:00:03,> CLICK,[button]  Athens -> CLICK,seq_42
2024-02-11 00:00:04,> CLICK,[div]  Apr -> CLICK,seq_42
2024-02-11 00:00:05,> CLICK,[generic]  2 -> CLICK,seq_42
2024-02-11 00:00:06,> CLICK,[div]  May 2023 -> CLICK,seq_42
2024-02-11 00:00:07,> CLICK,[div]  Apr -> CLICK,seq_42
2024-02-11 00:00:08,> CLICK,[div]  Choose date -> CLICK,seq_42
2024-02-11 00:00:09,> CLICK,[generic]  5 -> CLICK,seq_42
2024-02-11 00:00:10,> CLICK,[button]  Search -> CLICK,seq_42
2024-02-11 00:00:11,> CLICK,[button]  Select -> CLICK,seq_42
2024-02-11 00:00:12,> CLICK,[button]  Select -> CLICK,seq_42
2024-02-12 00:00:01,> CLICK,[path]   -> CLICK,seq_43
2024-02-12 00:00:02,> TYPE: faro,[textbox]  From -> TYPE: faro,seq_43
2024-02-12 00:00:03,> CLICK,[span]  Faro -> CLICK,seq_43
2024-02-12 00:00:04,> TYPE: bournemouth,[textbox]  To -> TYPE: bournemouth,seq_43
2024-02-12 00:00:05,> CLICK,[span]  Bournemouth -> CLICK,seq_43
2024-02-12 00:00:06,> CLICK,[generic]  30 -> CLICK,seq_43
2024-02-12 00:00:07,> CLICK,[div]   -> CLICK,seq_43
2024-02-12 00:00:08,> CLICK,[button]  Search -> CLICK,seq_43
2024-02-12 00:00:09,> CLICK,[button]  Select -> CLICK,seq_43
2024-02-12 00:00:10,> CLICK,[button]  Continue for $ 148 . 16 -> CLICK,seq_43
2024-02-12 00:00:11,> CLICK,[button]  Continue with Value fare -> CLICK,seq_43
2024-02-12 00:00:12,> CLICK,[button]  Log in later -> CLICK,seq_43
