timestamp,event_type,details,sequence_id,source_file
2024-01-03 00:00:04,> TYPE: allan.smith@gmail.com,[textbox]  Email Address (required) -> TYPE: allan.smith@gmail.com,seq_3,train_0_formatted.csv
2024-01-03 00:00:05,> TYPE: allan.smith@gmail.com,[textbox]  Confirm Email Address (required) -> TYPE: allan.smith@gmail.com,seq_3,train_0_formatted.csv
2024-01-03 00:00:06,> TYPE: 10001,[textbox]  ZIP Code (required) -> TYPE: 10001,seq_3,train_0_formatted.csv
2024-01-03 00:00:07,> CLICK,[button]  Submit -> CLICK,seq_3,train_0_formatted.csv
2024-01-04 00:00:01,> TYPE: Brooklyn,"[searchbox]  Pick-up & Return Location (ZIP, City or Airport) (... -> TYPE: Brooklyn",seq_4,train_0_formatted.csv
2024-01-04 00:00:02,> CLICK,"[option]  Brooklyn, NY, US Select -> CLICK",seq_4,train_0_formatted.csv
2024-01-04 00:00:03,> CLICK,[button]  Selected Pick-Up Date 03/19/2023 -> CLICK,seq_4,train_0_formatted.csv
2024-01-04 00:00:04,> CLICK,[button]  04/05/2023 -> CLICK,seq_4,train_0_formatted.csv
2024-01-04 00:00:05,> CLICK,[svg]   -> CLICK,seq_4,train_0_formatted.csv
2024-01-04 00:00:06,> CLICK,[button]  04/08/2023 -> CLICK,seq_4,train_0_formatted.csv
2024-01-04 00:00:07,> SELECT: 22,[combobox]  Renter Age -> SELECT: 22,seq_4,train_0_formatted.csv
2024-01-04 00:00:08,> CLICK,[button]  Vehicle Class -> CLICK,seq_4,train_0_formatted.csv
2024-01-04 00:00:09,> CLICK,[radio]  Minivans -> CLICK,seq_4,train_0_formatted.csv
2024-01-04 00:00:10,> CLICK,[button]  Apply Filter -> CLICK,seq_4,train_0_formatted.csv
2024-01-04 00:00:11,> CLICK,[button]  Browse Vehicles -> CLICK,seq_4,train_0_formatted.csv
2024-01-05 00:00:01,> CLICK,[link]  Shop by Category -> CLICK,seq_5,train_0_formatted.csv
2024-01-05 00:00:02,> CLICK,[link]  Pet -> CLICK,seq_5,train_0_formatted.csv
2024-01-05 00:00:03,> CLICK,[span]  Pet Type -> CLICK,seq_5,train_0_formatted.csv
2024-01-05 00:00:04,> CLICK,"[link]  Dog (1,338) -> CLICK",seq_5,train_0_formatted.csv
2024-01-05 00:00:05,> CLICK,[span]  Category -> CLICK,seq_5,train_0_formatted.csv
2024-01-05 00:00:06,> CLICK,[link]  Collars & Leashes (485) -> CLICK,seq_5,train_0_formatted.csv
2024-01-05 00:00:07,> CLICK,[link]  Sort by: Featured -> CLICK,seq_5,train_0_formatted.csv
2024-01-05 00:00:08,> CLICK,[link]  Highest Rated -> CLICK,seq_5,train_0_formatted.csv
2024-01-05 00:00:09,> CLICK,[div]  Price -> CLICK,seq_5,train_0_formatted.csv
2024-01-05 00:00:10,> CLICK,[link]  Under $10 (1) -> CLICK,seq_5,train_0_formatted.csv
2024-01-06 00:00:01,> TYPE: SPRINGFIELD,"[combobox]  Enter your departing city, airport name, or airpor... -> TYPE: SPRINGFIELD",seq_6,train_0_formatted.csv
2024-01-06 00:00:02,> CLICK,"[button]  Springfield, IL, US (SPI) -> CLICK",seq_6,train_0_formatted.csv
2024-01-06 00:00:03,> TYPE: AUSTIN,"[combobox]  Enter your destination city, airport name, or airp... -> TYPE: AUSTIN",seq_6,train_0_formatted.csv
2024-01-06 00:00:04,> CLICK,"[button]  Austin, TX, US (AUS) -> CLICK",seq_6,train_0_formatted.csv
2024-01-06 00:00:05,> CLICK,[span]   -> CLICK,seq_6,train_0_formatted.csv
2024-01-06 00:00:06,> CLICK,[button]  Find flights -> CLICK,seq_6,train_0_formatted.csv
2024-01-06 00:00:07,> CLICK,[textbox]  Date -> CLICK,seq_6,train_0_formatted.csv
2024-01-06 00:00:08,> CLICK,[button]  Move backward to switch to the previous month. -> CLICK,seq_6,train_0_formatted.csv
2024-01-06 00:00:09,> CLICK,"[button]  Saturday, April 29, 2023 -> CLICK",seq_6,train_0_formatted.csv
2024-01-06 00:00:10,> CLICK,[button]  Update -> CLICK,seq_6,train_0_formatted.csv
2024-01-06 00:00:11,> CLICK,[link]  Details -> CLICK,seq_6,train_0_formatted.csv
2024-01-06 00:00:12,> CLICK,[link]  Seats -> CLICK,seq_6,train_0_formatted.csv
2024-01-07 00:00:01,> HOVER,[button]  Locations -> HOVER,seq_7,train_0_formatted.csv
2024-01-07 00:00:02,> CLICK,[link]  Find a Location -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:03,> TYPE: washington,"[textbox]  Search by Airport, City, Zip, Address or Attractio... -> TYPE: washington",seq_7,train_0_formatted.csv
2024-01-07 00:00:04,> CLICK,[span]  Washington County Regional Apo -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:05,> CLICK,[link]  Make a Reservation -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:06,> CLICK,[textbox]  mm/dd/yyyy -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:07,> CLICK,[link]  Next -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:08,> CLICK,[link]  1 -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:09,> CLICK,[link]  2 -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:10,> SELECT: 11:00 AM,[combobox]  Pick Up Time -> SELECT: 11:00 AM,seq_7,train_0_formatted.csv
2024-01-07 00:00:11,> SELECT: 11:00 AM,[combobox]  Return Time -> SELECT: 11:00 AM,seq_7,train_0_formatted.csv
2024-01-07 00:00:12,> TYPE: washington,[textbox]  Return to same location -> TYPE: washington,seq_7,train_0_formatted.csv
2024-01-07 00:00:13,> CLICK,[div]  Washington Dulles Intl Airport -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:14,> CLICK,[generic]  Vehicle Type * -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:15,> CLICK,[p]  SUVs & Wagons -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:16,> CLICK,[button]  Select My Car -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:17,> CLICK,[link]  Pay Now -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:18,> CLICK,[checkbox]  $21.99/Day -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:19,> CLICK,[checkbox]  $13.00/Day -> CLICK,seq_7,train_0_formatted.csv
2024-01-07 00:00:20,> CLICK,[button]  Continue -> CLICK,seq_7,train_0_formatted.csv
2024-01-08 00:00:01,> CLICK,[menuitem]  Outlet -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:02,> CLICK,[link]  Mens -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:03,> CLICK,[div]  Product Category -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:04,> CLICK,[link]  Clothing -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:05,> CLICK,[div]  Product Type -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:06,> CLICK,[link]  Short Sleeves -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:07,> CLICK,[div]  Size -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:08,> CLICK,[link]  XL -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:09,> CLICK,[img]  Men's UA Tech™ 2.0 Short Sleeve -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:10,> CLICK,[button]  XL -> CLICK,seq_8,train_0_formatted.csv
2024-01-08 00:00:11,> CLICK,[button]  Add to Bag -> CLICK,seq_8,train_0_formatted.csv
2024-01-09 00:00:01,> TYPE: wall art,[textbox]  Search by keyword or web id -> TYPE: wall art,seq_9,train_0_formatted.csv
2024-01-09 00:00:02,> CLICK,[input]   -> CLICK,seq_9,train_0_formatted.csv
2024-01-09 00:00:03,> CLICK,[link]  Wall Art -> CLICK,seq_9,train_0_formatted.csv
2024-01-09 00:00:04,> CLICK,[div]  Price -> CLICK,seq_9,train_0_formatted.csv
2024-01-09 00:00:05,> CLICK,"[link]  $25 to $50 (5,006) -> CLICK",seq_9,train_0_formatted.csv
2024-01-10 00:00:01,> CLICK,[span]  Shop by Category -> CLICK,seq_10,train_0_formatted.csv
2024-01-10 00:00:02,> HOVER,[link]  Women -> HOVER,seq_10,train_0_formatted.csv
2024-01-10 00:00:03,> CLICK,[link]  Sweaters & Cardigans -> CLICK,seq_10,train_0_formatted.csv
2024-01-10 00:00:04,> CLICK,[link]  Sort by: Featured -> CLICK,seq_10,train_0_formatted.csv
2024-01-10 00:00:05,> CLICK,[link]  Price Low-High -> CLICK,seq_10,train_0_formatted.csv
2024-01-10 00:00:06,> CLICK,[p]  Women's Sonoma Goods For Life® All Over Stitch -> CLICK,seq_10,train_0_formatted.csv
2024-01-10 00:00:07,> CLICK,[button]  Add to Cart -> CLICK,seq_10,train_0_formatted.csv
2024-01-11 00:00:01,> CLICK,[link]  Search for cars -> CLICK,seq_11,train_0_formatted.csv
2024-01-11 00:00:02,> CLICK,[textbox]  Pick-up location -> CLICK,seq_11,train_0_formatted.csv
2024-01-11 00:00:03,> TYPE: Brooklyn,[textbox]  Pick-up location -> TYPE: Brooklyn,seq_11,train_0_formatted.csv
2024-01-11 00:00:04,> CLICK,"[span]  Brooklyn, New York, United States -> CLICK",seq_11,train_0_formatted.csv
2024-01-11 00:00:05,> CLICK,[span]  Different drop-off -> CLICK,seq_11,train_0_formatted.csv
2024-01-11 00:00:06,> CLICK,[tab]  Same drop-off -> CLICK,seq_11,train_0_formatted.csv
2024-01-11 00:00:07,> CLICK,[button]  End date -> CLICK,seq_11,train_0_formatted.csv
2024-01-11 00:00:08,> CLICK,"[button]  May 22, 2023 -> CLICK",seq_11,train_0_formatted.csv
2024-01-11 00:00:09,> CLICK,[svg]   -> CLICK,seq_11,train_0_formatted.csv
2024-01-11 00:00:10,> CLICK,[img]  SUV -> CLICK,seq_11,train_0_formatted.csv
2024-01-11 00:00:11,> CLICK,[div]  $75 -> CLICK,seq_11,train_0_formatted.csv
2024-01-11 00:00:12,> HOVER,[div]  View Deal -> HOVER,seq_11,train_0_formatted.csv
2024-01-12 00:00:01,> CLICK,[link]  Search for packages -> CLICK,seq_12,train_0_formatted.csv
2024-01-12 00:00:02,> TYPE: Birmingham,[textbox]  From -> TYPE: Birmingham,seq_12,train_0_formatted.csv
2024-01-12 00:00:03,> CLICK,"[span]  Birmingham, England, United Kingdom -> CLICK",seq_12,train_0_formatted.csv
2024-01-12 00:00:04,> TYPE: Paris,[textbox]  Enter destination or airport -> TYPE: Paris,seq_12,train_0_formatted.csv
2024-01-12 00:00:05,> CLICK,[span]  City -> CLICK,seq_12,train_0_formatted.csv
2024-01-12 00:00:06,> CLICK,[generic]  Tuesday April 4th -> CLICK,seq_12,train_0_formatted.csv
2024-01-12 00:00:07,> CLICK,[div]  7 -> CLICK,seq_12,train_0_formatted.csv
2024-01-12 00:00:08,> CLICK,"[button]  Tuesday April 11, 2023 -> CLICK",seq_12,train_0_formatted.csv
2024-01-12 00:00:09,> CLICK,[svg]   -> CLICK,seq_12,train_0_formatted.csv
2024-01-12 00:00:10,> CLICK,[checkbox]  Free internet -> CLICK,seq_12,train_0_formatted.csv
2024-01-12 00:00:11,> CLICK,[button]  Amenities -> CLICK,seq_12,train_0_formatted.csv
2024-01-12 00:00:12,> CLICK,[checkbox]  Casino -> CLICK,seq_12,train_0_formatted.csv
2024-01-12 00:00:13,> CLICK,[checkbox]  Restaurant -> CLICK,seq_12,train_0_formatted.csv
2024-01-12 00:00:14,> CLICK,[checkbox]  Fitness -> CLICK,seq_12,train_0_formatted.csv
2024-01-13 00:00:01,> HOVER,[link]  MOVIES -> HOVER,seq_13,train_0_formatted.csv
2024-01-13 00:00:02,> CLICK,[link]  Netflix streaming -> CLICK,seq_13,train_0_formatted.csv
2024-01-13 00:00:03,> CLICK,[svg]   -> CLICK,seq_13,train_0_formatted.csv
2024-01-13 00:00:04,> CLICK,[div]   -> CLICK,seq_13,train_0_formatted.csv
2024-01-13 00:00:05,> CLICK,[button]  APPLY -> CLICK,seq_13,train_0_formatted.csv
2024-01-13 00:00:06,> CLICK,[img]  Chris Rock: Selective Outrage -> CLICK,seq_13,train_0_formatted.csv
2024-01-13 00:00:07,> CLICK,[button]  WANT TO SEE -> CLICK,seq_13,train_0_formatted.csv
2024-01-14 00:00:01,> CLICK,[span]  Enter an Address or Venue to find parking -> CLICK,seq_14,train_0_formatted.csv
2024-01-14 00:00:02,> TYPE: stewart hotel,[span]  Enter an Address or Venue to find parking -> TYPE: stewart hotel,seq_14,train_0_formatted.csv
2024-01-14 00:00:03,> CLICK,"[option]  STEWART HOTEL  148 W 31st Street, New York Parking... -> CLICK",seq_14,train_0_formatted.csv
2024-01-14 00:00:04,> CLICK,[link]  BOOK MONTHLY PARKING -> CLICK,seq_14,train_0_formatted.csv
2024-01-14 00:00:05,> CLICK,[textbox]  First Name -> CLICK,seq_14,train_0_formatted.csv
2024-01-14 00:00:06,> TYPE: James,[textbox]  First Name -> TYPE: James,seq_14,train_0_formatted.csv
2024-01-14 00:00:07,> TYPE: SMith,[textbox]  Last Name -> TYPE: SMith,seq_14,train_0_formatted.csv
2024-01-14 00:00:08,> TYPE: 133 st avenue,[textbox]  Address1 -> TYPE: 133 st avenue,seq_14,train_0_formatted.csv
2024-01-14 00:00:09,> TYPE: New York,[textbox]  City Name -> TYPE: New York,seq_14,train_0_formatted.csv
2024-01-14 00:00:10,> SELECT: New York,[select]  Alabama -> SELECT: New York,seq_14,train_0_formatted.csv
2024-01-14 00:00:11,> TYPE: 10001,[textbox]  Zip Code -> TYPE: 10001,seq_14,train_0_formatted.csv
2024-01-14 00:00:12,> TYPE: 888888888,[textbox]  (###) ###-#### -> TYPE: 888888888,seq_14,train_0_formatted.csv
2024-01-14 00:00:13,> TYPE: buckeye.foobar@gmail.com,[textbox]  Email Address -> TYPE: buckeye.foobar@gmail.com,seq_14,train_0_formatted.csv
2024-01-14 00:00:14,> TYPE: buckeye.foobar@gmail.com,[textbox]  Email Address -> TYPE: buckeye.foobar@gmail.com,seq_14,train_0_formatted.csv
2024-01-14 00:00:15,> CLICK,[textbox]  Employer Name -> CLICK,seq_14,train_0_formatted.csv
2024-01-14 00:00:16,> TYPE: Gua AB,[textbox]  Employer Name -> TYPE: Gua AB,seq_14,train_0_formatted.csv
2024-01-14 00:00:17,> CLICK,[button]  Submit -> CLICK,seq_14,train_0_formatted.csv
2024-01-15 00:00:01,> TYPE: radio city music hall,[span]  Enter an Address or Venue to find parking -> TYPE: radio city music hall,seq_15,train_0_formatted.csv
2024-01-15 00:00:02,> CLICK,[em]  Music -> CLICK,seq_15,train_0_formatted.csv
2024-01-15 00:00:03,> CLICK,[strong]  Filters -> CLICK,seq_15,train_0_formatted.csv
2024-01-15 00:00:04,> CLICK,[checkbox]  Motorcycle Parking -> CLICK,seq_15,train_0_formatted.csv
2024-01-15 00:00:05,> CLICK,[link]  View Details ROCKEFELLER CENTER -> CLICK,seq_15,train_0_formatted.csv
2024-01-16 00:00:01,> TYPE: Madison Square Garden,[combobox]    Enter an Address or Venue to find parking -> TYPE: Madison Square Garden,seq_16,train_0_formatted.csv
2024-01-16 00:00:02,> CLICK,[em]  Madison -> CLICK,seq_16,train_0_formatted.csv
2024-01-17 00:00:01,> TYPE: New York City,[span]  Enter an Address or Venue to find parking -> TYPE: New York City,seq_17,train_0_formatted.csv
2024-01-17 00:00:02,> CLICK,[option]  New York City   City -> CLICK,seq_17,train_0_formatted.csv
2024-01-17 00:00:03,> CLICK,[span]  Mar 9 -> CLICK,seq_17,train_0_formatted.csv
2024-01-17 00:00:04,> CLICK,[i]   -> CLICK,seq_17,train_0_formatted.csv
2024-01-17 00:00:05,> CLICK,[i]   -> CLICK,seq_17,train_0_formatted.csv
2024-01-17 00:00:06,> CLICK,[i]   -> CLICK,seq_17,train_0_formatted.csv
2024-01-17 00:00:07,> CLICK,[gridcell]  5 -> CLICK,seq_17,train_0_formatted.csv
2024-01-17 00:00:08,> CLICK,[span]  Jun 5 -> CLICK,seq_17,train_0_formatted.csv
2024-01-17 00:00:09,> CLICK,[gridcell]  9 -> CLICK,seq_17,train_0_formatted.csv
2024-01-17 00:00:10,> CLICK,[button]  SEARCH -> CLICK,seq_17,train_0_formatted.csv
2024-01-18 00:00:01,> CLICK,[button]  DEALS -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:02,> CLICK,[link]  VACATIONS & RAIL TOURS Train vacation packages thr... -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:03,> CLICK,[img]   -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:04,> CLICK,[link]  Close -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:05,> CLICK,[button]  Instant Quote -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:06,> TYPE: Chicago,[textbox]  What city would you like to depart from? -> TYPE: Chicago,seq_18,train_0_formatted.csv
2024-01-18 00:00:07,> CLICK,[checkbox]  I'm interested in the reverse trip of the selected... -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:08,> CLICK,[checkbox]  Deluxe Bedroom -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:09,> CLICK,[button]  Continue -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:10,> CLICK,[link]  Close -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:11,> CLICK,[textbox]  *Preferred date of travel -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:12,> CLICK,[link]  22 -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:13,> CLICK,[button]  Continue -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:14,> CLICK,[div]  + -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:15,> TYPE: Wedding Anniversary,[textbox]  About Your Trip: -> TYPE: Wedding Anniversary,seq_18,train_0_formatted.csv
2024-01-18 00:00:16,> CLICK,[button]  Continue -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:17,> TYPE: John,[textbox]  *First Name -> TYPE: John,seq_18,train_0_formatted.csv
2024-01-18 00:00:18,> TYPE: Mark,[textbox]  *Last Name -> TYPE: Mark,seq_18,train_0_formatted.csv
2024-01-18 00:00:19,> TYPE: Johnmark@gmail.com,[textbox]  *Email Address -> TYPE: Johnmark@gmail.com,seq_18,train_0_formatted.csv
2024-01-18 00:00:20,> TYPE: 234567890,[textbox]  *Phone Number -> TYPE: 234567890,seq_18,train_0_formatted.csv
2024-01-18 00:00:21,> CLICK,[label]  I am NOT a Travel Advisor. -> CLICK,seq_18,train_0_formatted.csv
2024-01-18 00:00:22,> HOVER,[button]  Submit Quote Request -> HOVER,seq_18,train_0_formatted.csv
2024-01-19 00:00:01,> CLICK,[button]  Open Menu -> CLICK,seq_19,train_0_formatted.csv
2024-01-19 00:00:02,> CLICK,"[link]  Movies, Music & Games -> CLICK",seq_19,train_0_formatted.csv
2024-01-19 00:00:03,> CLICK,[link]  Video Games -> CLICK,seq_19,train_0_formatted.csv
2024-01-19 00:00:04,> CLICK,[link]  Today's Deals -> CLICK,seq_19,train_0_formatted.csv
2024-01-19 00:00:05,> CLICK,[link]  PC -> CLICK,seq_19,train_0_formatted.csv
2024-01-19 00:00:06,> CLICK,[link]  Accessories -> CLICK,seq_19,train_0_formatted.csv
2024-01-19 00:00:07,> CLICK,[link]  Gaming Mice -> CLICK,seq_19,train_0_formatted.csv
2024-01-19 00:00:08,> CLICK,[span]  Featured -> CLICK,seq_19,train_0_formatted.csv
2024-01-19 00:00:09,> CLICK,[option]  Price: Low to High -> CLICK,seq_19,train_0_formatted.csv
2024-01-20 00:00:01,> CLICK,[button]  Open Menu -> CLICK,seq_20,train_0_formatted.csv
2024-01-20 00:00:02,> CLICK,[link]  See All -> CLICK,seq_20,train_0_formatted.csv
2024-01-20 00:00:03,> CLICK,[link]  Amazon Health -> CLICK,seq_20,train_0_formatted.csv
2024-01-20 00:00:04,> CLICK,[link]  Amazon Pharmacy -> CLICK,seq_20,train_0_formatted.csv
2024-01-20 00:00:05,> TYPE: Metformin 1000mg,[span]  Type your medication name -> TYPE: Metformin 1000mg,seq_20,train_0_formatted.csv
2024-01-20 00:00:06,> CLICK,[li]  metformin 1000mg tablet -> CLICK,seq_20,train_0_formatted.csv
2024-01-20 00:00:07,> CLICK,"[img]  Metformin (Generic for Glucophage, Oral Tablet) -> CLICK",seq_20,train_0_formatted.csv
2024-01-21 00:00:01,> TYPE: diamond stud earrings,[textbox]  Search by keyword or web id -> TYPE: diamond stud earrings,seq_21,train_0_formatted.csv
2024-01-21 00:00:02,> CLICK,[span]  diamond stud earrings -> CLICK,seq_21,train_0_formatted.csv
2024-01-21 00:00:03,> CLICK,[img]  10k Gold 1 Carat T.W. Black Diamond Stud Earrings -> CLICK,seq_21,train_0_formatted.csv
2024-01-21 00:00:04,> CLICK,[button]  Add to Cart -> CLICK,seq_21,train_0_formatted.csv
2024-01-22 00:00:01,> CLICK,[menuitem]  Men -> CLICK,seq_22,train_0_formatted.csv
2024-01-22 00:00:02,> CLICK,[link]  Shoes -> CLICK,seq_22,train_0_formatted.csv
2024-01-22 00:00:03,> CLICK,[link]  Running -> CLICK,seq_22,train_0_formatted.csv
2024-01-22 00:00:04,> CLICK,[div]  Size -> CLICK,seq_22,train_0_formatted.csv
2024-01-22 00:00:05,> CLICK,[link]  9 -> CLICK,seq_22,train_0_formatted.csv
2024-01-22 00:00:06,> CLICK,[span]  Now Trending -> CLICK,seq_22,train_0_formatted.csv
2024-01-22 00:00:07,> CLICK,[li]  Price (Low - High) -> CLICK,seq_22,train_0_formatted.csv
2024-01-22 00:00:08,> CLICK,[img]  Men's UA Surge 3 Running Shoes -> CLICK,seq_22,train_0_formatted.csv
2024-01-22 00:00:09,> CLICK,[button]  9 -> CLICK,seq_22,train_0_formatted.csv
2024-01-22 00:00:10,> CLICK,[button]  Add to Bag -> CLICK,seq_22,train_0_formatted.csv
2024-01-23 00:00:01,> TYPE: Tom Hanks,[textbox]  Search -> TYPE: Tom Hanks,seq_23,train_0_formatted.csv
2024-01-23 00:00:02,> CLICK,[p]  Tom Hanks -> CLICK,seq_23,train_0_formatted.csv
2024-01-23 00:00:03,> CLICK,[link]  My Life in Ruins (2009) -> CLICK,seq_23,train_0_formatted.csv
2024-01-23 00:00:04,> CLICK,[link]  Top Critics (49) -> CLICK,seq_23,train_0_formatted.csv
2024-01-24 00:00:01,> CLICK,[button]  Explore -> CLICK,seq_24,train_0_formatted.csv
2024-01-24 00:00:02,> CLICK,[link]  Route map -> CLICK,seq_24,train_0_formatted.csv
2024-01-24 00:00:03,> TYPE: Abbotsford,[textbox]  Pick an origin Pick a destination -> TYPE: Abbotsford,seq_24,train_0_formatted.csv
2024-01-24 00:00:04,> CLICK,"[span]  Abbotsford, WI -> CLICK",seq_24,train_0_formatted.csv
2024-01-24 00:00:05,> TYPE: Sheboygan,"[textbox]  Enter a town, city or zipcode -> TYPE: Sheboygan",seq_24,train_0_formatted.csv
2024-01-24 00:00:06,> CLICK,"[span]  Sheboygan, WI -> CLICK",seq_24,train_0_formatted.csv
2024-01-24 00:00:07,> CLICK,[button]  Search -> CLICK,seq_24,train_0_formatted.csv
2024-01-24 00:00:08,> CLICK,[input]   -> CLICK,seq_24,train_0_formatted.csv
2024-01-24 00:00:09,> CLICK,"[gridcell]  March 26, 2023 -> CLICK",seq_24,train_0_formatted.csv
2024-01-24 00:00:10,> CLICK,[button]  Find tickets -> CLICK,seq_24,train_0_formatted.csv
2024-01-25 00:00:01,> CLICK,[button]  Explore -> CLICK,seq_25,train_0_formatted.csv
2024-01-25 00:00:02,> CLICK,[link]  Bus stops -> CLICK,seq_25,train_0_formatted.csv
2024-01-25 00:00:03,> CLICK,"[button]  Alanson, MI  -> CLICK",seq_25,train_0_formatted.csv
2024-01-26 00:00:01,> TYPE: New York,[textbox]  From (type text or use the arrow keys) -> TYPE: New York,seq_26,train_0_formatted.csv
