timestamp,event_type,details,sequence_id
2024-01-18 00:00:02,> CLICK,[link]  Stats . -> CLICK,seq_18
2024-01-18 00:00:03,> CLICK,[link]  Touchdowns -> CLICK,seq_18
2024-01-19 00:00:01,> HOVER,[link]  Fantasy . -> HOVER,seq_19
2024-01-19 00:00:02,> CLICK,[link]  Download the App . -> CLICK,seq_19
2024-01-20 00:00:01,> CLICK,[link]  NBA . -> CLICK,seq_20
2024-01-20 00:00:02,> CLICK,[link]  Teams -> CLICK,seq_20
2024-01-20 00:00:03,> CLICK,[link]  Los Angeles Lakers -> CLICK,seq_20
2024-01-21 00:00:01,> CLICK,[tab]  Monthly -> CLICK,seq_21
2024-01-21 00:00:02,> TYPE: Chicago,[textbox]  Search for parking -> TYPE: Chicago,seq_21
2024-01-21 00:00:03,> CLICK,"[li]  Chicago, IL, USA -> CLICK",seq_21
2024-01-21 00:00:04,> CLICK,[button]  Filter -> CLICK,seq_21
2024-01-21 00:00:05,> CLICK,[checkbox]  EV Charging (10) -> CLICK,seq_21
2024-01-21 00:00:06,> CLICK,[button]  Show 10 Results -> CLICK,seq_21
2024-01-21 00:00:07,> SELECT: Sort by Price,[select]  Sort by Distance -> SELECT: Sort by Price,seq_21
2024-01-21 00:00:08,> CLICK,[button]  View Details -> CLICK,seq_21
2024-01-22 00:00:01,> TYPE: New York City,[textbox]  Search for parking -> TYPE: New York City,seq_22
2024-01-22 00:00:02,> CLICK,"[li]  New York City, NY, USA -> CLICK",seq_22
2024-01-22 00:00:03,> SELECT: Sort by Price,[select]  Sort by Distance -> SELECT: Sort by Price,seq_22
2024-01-23 00:00:01,> CLICK,[link]  Search for hotels -> CLICK,seq_23
2024-01-23 00:00:02,> TYPE: Los Angeles,"[textbox]  Enter a city, hotel, airport, address or landmark -> TYPE: Los Angeles",seq_23
2024-01-23 00:00:03,> CLICK,[span]  City -> CLICK,seq_23
2024-01-23 00:00:04,> CLICK,[div]  21 -> CLICK,seq_23
2024-01-23 00:00:05,> CLICK,[div]  23 -> CLICK,seq_23
2024-01-23 00:00:06,> CLICK,[path]   -> CLICK,seq_23
2024-01-23 00:00:07,> CLICK,[div]  4 -> CLICK,seq_23
2024-01-23 00:00:08,> CLICK,[svg]   -> CLICK,seq_23
2024-01-24 00:00:01,> CLICK,[link]  Search for flights -> CLICK,seq_24
2024-01-24 00:00:02,> TYPE: madurai,[textbox]  Flight origin input -> TYPE: madurai,seq_24
2024-01-24 00:00:03,> CLICK,"[div]  Madurai, Tamil Nadu, India -> CLICK",seq_24
2024-01-24 00:00:04,> CLICK,[path]   -> CLICK,seq_24
2024-01-24 00:00:05,> CLICK,[button]  Search -> CLICK,seq_24
2024-01-24 00:00:06,> CLICK,[svg]   -> CLICK,seq_24
2024-01-24 00:00:07,> HOVER,[label]  Air India -> HOVER,seq_24
2024-01-24 00:00:08,> CLICK,[button]  Air India only -> CLICK,seq_24
2024-01-24 00:00:09,> CLICK,[button]  Cheapest -> CLICK,seq_24
2024-01-25 00:00:01,> CLICK,[button]  Open Navigation Drawer -> CLICK,seq_25
2024-01-25 00:00:02,> CLICK,[span]  Oscars -> CLICK,seq_25
2024-01-25 00:00:03,> CLICK,[link]  1990 -> CLICK,seq_25
2024-01-25 00:00:04,> CLICK,[link]  Denzel Washington -> CLICK,seq_25
2024-01-25 00:00:05,> CLICK,[button]  Expand Upcoming -> CLICK,seq_25
2024-01-25 00:00:06,> CLICK,[button]  add to watchlist -> CLICK,seq_25
2024-01-25 00:00:07,> CLICK,[button]  add to watchlist -> CLICK,seq_25
2024-01-26 00:00:01,> CLICK,[button]  Watchlist5 -> CLICK,seq_26
2024-01-26 00:00:02,> CLICK,[link]  EDIT -> CLICK,seq_26
2024-01-27 00:00:01,> TYPE: The Last of Us,[textbox]  Search IMDb -> TYPE: The Last of Us,seq_27
2024-01-27 00:00:02,> CLICK,"[link]  The Last of Us The Last of Us 2023 Pedro Pascal, B... -> CLICK",seq_27
2024-01-27 00:00:03,> CLICK,[div]  Add to Watchlist -> CLICK,seq_27
2024-01-28 00:00:01,> CLICK,[button]  Open Navigation Drawer -> CLICK,seq_28
2024-01-28 00:00:02,> CLICK,[span]  What to Watch -> CLICK,seq_28
2024-01-29 00:00:01,> CLICK,[button]  Open Navigation Drawer -> CLICK,seq_29
2024-01-29 00:00:02,> CLICK,[span]  Browse Movies by Genre -> CLICK,seq_29
2024-01-29 00:00:03,> CLICK,[img]  Comedy -> CLICK,seq_29
2024-01-29 00:00:04,> CLICK,[link]  User Rating -> CLICK,seq_29
2024-01-30 00:00:01,> CLICK,[link]  Shop by category∨ -> CLICK,seq_30
2024-01-30 00:00:02,> CLICK,[link]  Shop by category∨ -> CLICK,seq_30
2024-01-30 00:00:03,> CLICK,[link]  Ages 6-8 -> CLICK,seq_30
2024-01-30 00:00:04,> CLICK,[link]  Education -> CLICK,seq_30
2024-01-30 00:00:05,> CLICK,[span]  English Language -> CLICK,seq_30
2024-01-30 00:00:06,> CLICK,[link]  English Language: Reading & Writing Skills -> CLICK,seq_30
2024-01-30 00:00:07,"> SELECT: In Stock (41,088)","[select]  All -> SELECT: In Stock (41,088)",seq_30
2024-01-30 00:00:08,"> SELECT: Hardback (13,067)","[select]  All -> SELECT: Hardback (13,067)",seq_30
2024-01-30 00:00:09,> SELECT: Under US$20,[select]  All -> SELECT: Under US$20,seq_30
2024-01-30 00:00:10,> CLICK,[button]  Refine results -> CLICK,seq_30
2024-01-31 00:00:01,> CLICK,[link]  Advanced Search -> CLICK,seq_31
2024-01-31 00:00:02,> CLICK,[input]   -> CLICK,seq_31
2024-01-31 00:00:03,> TYPE: 1648926800,[input]   -> TYPE: 1648926800,seq_31
2024-01-31 00:00:04,> SELECT: Hindi,[select]  All -> SELECT: Hindi,seq_31
2024-01-31 00:00:05,> CLICK,[button]  Search -> CLICK,seq_31
2024-02-01 00:00:01,> CLICK,[tab]  My Trips -> CLICK,seq_32
2024-02-01 00:00:02,> TYPE: 123456,[textbox]  booking reference -> TYPE: 123456,seq_32
2024-02-01 00:00:03,> TYPE: Smith,[textbox]  last name -> TYPE: Smith,seq_32
2024-02-01 00:00:04,> CLICK,[button]  Retrieve booking -> CLICK,seq_32
2024-02-02 00:00:01,> CLICK,[link]  Design -> CLICK,seq_33
2024-02-02 00:00:02,> CLICK,[p]  Fresh Home Office -> CLICK,seq_33
2024-02-03 00:00:01,> CLICK,[span]  Round-trip -> CLICK,seq_34
2024-02-03 00:00:02,> CLICK,[tab]  One-way -> CLICK,seq_34
2024-02-03 00:00:03,> TYPE: new york,[textbox]  Flight origin input -> TYPE: new york,seq_34
2024-02-03 00:00:04,> CLICK,[div]  John F Kennedy Intl -> CLICK,seq_34
2024-02-03 00:00:05,> TYPE: male,[textbox]  Flight destination input -> TYPE: male,seq_34
2024-02-03 00:00:06,> CLICK,"[span]  Malé, Maldives -> CLICK",seq_34
2024-02-03 00:00:07,> CLICK,[button]  Start date calendar input -> CLICK,seq_34
2024-02-03 00:00:08,> CLICK,[div]  13 -> CLICK,seq_34
2024-02-03 00:00:09,> CLICK,[button]  Search -> CLICK,seq_34
2024-02-03 00:00:10,> CLICK,[div]   -> CLICK,seq_34
2024-02-03 00:00:11,> CLICK,[div]  Quickest -> CLICK,seq_34
2024-02-04 00:00:01,> CLICK,[link]  Search for packages -> CLICK,seq_35
2024-02-04 00:00:02,> CLICK,[link]  Hawaii Vacations -> CLICK,seq_35
2024-02-04 00:00:03,> CLICK,[generic]  Departure date input -> CLICK,seq_35
2024-02-04 00:00:04,> CLICK,[button]  Next month -> CLICK,seq_35
2024-02-04 00:00:05,> CLICK,[gridcell]  June 18 -> CLICK,seq_35
2024-02-04 00:00:06,> CLICK,[gridcell]  June 21 -> CLICK,seq_35
2024-02-04 00:00:07,> CLICK,[button]  Search packages -> CLICK,seq_35
2024-02-04 00:00:08,> CLICK,[button]  Amenities -> CLICK,seq_35
2024-02-04 00:00:09,> CLICK,[checkbox]  Beachfront -> CLICK,seq_35
2024-02-04 00:00:10,> CLICK,[checkbox]  Hot tub -> CLICK,seq_35
2024-02-04 00:00:11,> CLICK,[checkbox]  Pool -> CLICK,seq_35
2024-02-04 00:00:12,> CLICK,[checkbox]  Towels -> CLICK,seq_35
2024-02-04 00:00:13,> CLICK,[button]  Property style -> CLICK,seq_35
2024-02-04 00:00:14,> CLICK,[checkbox]  Beach -> CLICK,seq_35
2024-02-04 00:00:15,> CLICK,[div]  Recommended -> CLICK,seq_35
2024-02-04 00:00:16,> CLICK,[tab]  Price (low to high) -> CLICK,seq_35
2024-02-04 00:00:17,> CLICK,[div]  View Deal -> CLICK,seq_35
2024-02-04 00:00:18,> CLICK,[button]  Next: Final details -> CLICK,seq_35
2024-02-05 00:00:01,> TYPE: Pizza,"[textbox]  Search restaurants, cuisines, etc. -> TYPE: Pizza",seq_36
2024-02-05 00:00:02,> CLICK,[b]  Pizza -> CLICK,seq_36
2024-02-05 00:00:03,> SELECT: 6 Guests,[combobox]  Party of 2 -> SELECT: 6 Guests,seq_36
2024-02-06 00:00:01,> CLICK,[path]   -> CLICK,seq_37
2024-02-06 00:00:02,> CLICK,[button]  Austin -> CLICK,seq_37
2024-02-06 00:00:03,> CLICK,[heading]  New On Resy -> CLICK,seq_37
2024-02-06 00:00:04,> CLICK,"[button]  Sat., Apr. 22 -> CLICK",seq_37
2024-02-06 00:00:05,> CLICK,"[button]  April 21, 2023. -> CLICK",seq_37
2024-02-06 00:00:06,> SELECT: 2 Guests,[combobox]  Party of 2 -> SELECT: 2 Guests,seq_37
2024-02-06 00:00:07,> CLICK,[link]  Este -> CLICK,seq_37
2024-02-06 00:00:08,> CLICK,[button]  12:00 PM Dining -> CLICK,seq_37
2024-02-06 00:00:09,> CLICK,[button]  Reserve Now -> CLICK,seq_37
2024-02-07 00:00:01,> CLICK,[svg]   -> CLICK,seq_38
2024-02-07 00:00:02,> CLICK,[button]  Miami -> CLICK,seq_38
2024-02-07 00:00:03,> CLICK,"[textbox]  Search restaurants, cuisines, etc. -> CLICK",seq_38
2024-02-07 00:00:04,> CLICK,[button]  View all Miami Restaurants › -> CLICK,seq_38
2024-02-07 00:00:05,> CLICK,[path]   -> CLICK,seq_38
2024-02-07 00:00:06,> CLICK,"[link]  Thursday, May 4th | American Express Presents CARB... -> CLICK",seq_38
2024-02-07 00:00:07,> SELECT: 3 Tickets,"[combobox]  2 tickets for Thursday, May 4th | American Express... -> SELECT: 3 Tickets",seq_38
2024-02-07 00:00:08,> CLICK,[button]  Book Now a ticket for Centurion® Member Access to ... -> CLICK,seq_38
2024-02-07 00:00:09,> CLICK,[button]  Reserve Now -> CLICK,seq_38
2024-02-08 00:00:01,> CLICK,[link]  Search -> CLICK,seq_39
2024-02-08 00:00:02,> TYPE: Ariana Grande,[textbox]  Search -> TYPE: Ariana Grande,seq_39
2024-02-08 00:00:03,> CLICK,[button]  Search -> CLICK,seq_39
2024-02-08 00:00:04,> CLICK,[a]   -> CLICK,seq_39
2024-02-08 00:00:05,> CLICK,[button]  Sorted by: Last 7 days -> CLICK,seq_39
2024-02-08 00:00:06,> CLICK,[link]  All time -> CLICK,seq_39
2024-02-08 00:00:07,> CLICK,[gridcell]  7 rings -> CLICK,seq_39
2024-02-09 00:00:01,> CLICK,[link]  Charts -> CLICK,seq_40
2024-02-09 00:00:02,> CLICK,[link]  Weekly -> CLICK,seq_40
2024-02-09 00:00:03,> CLICK,[link]  The Weeknd -> CLICK,seq_40
2024-02-09 00:00:04,> CLICK,[button]  Love this track -> CLICK,seq_40
2024-02-09 00:00:05,> CLICK,[link]  Play track -> CLICK,seq_40
2024-02-10 00:00:01,> CLICK,[button]  Cars & Services -> CLICK,seq_41
2024-02-10 00:00:02,> CLICK,[link]  Products & Services -> CLICK,seq_41
2024-02-10 00:00:03,> CLICK,[div]  Learn More -> CLICK,seq_41
2024-02-10 00:00:04,> CLICK,[div]  Learn More -> CLICK,seq_41
2024-02-10 00:00:05,> HOVER,[link]  click here -> HOVER,seq_41
2024-02-11 00:00:01,> CLICK,[button]  Deals -> CLICK,seq_42
2024-02-11 00:00:02,> CLICK,[link]  Partner Deals -> CLICK,seq_42
2024-02-11 00:00:03,> CLICK,[button]  Learn More -> CLICK,seq_42
2024-02-12 00:00:01,> TYPE: Manhattan,[textbox]  Enter your pick-up location or zip code -> TYPE: Manhattan,seq_43
2024-02-12 00:00:02,> CLICK,[div]  Manhattan -> CLICK,seq_43
2024-02-12 00:00:03,> CLICK,[textbox]  mm/dd/yyyy -> CLICK,seq_43
2024-02-12 00:00:04,> CLICK,[link]  20 -> CLICK,seq_43
2024-02-12 00:00:05,> CLICK,[link]  20 -> CLICK,seq_43
2024-02-12 00:00:06,> SELECT: 3:00 PM,[combobox]  Pick Up Time -> SELECT: 3:00 PM,seq_43
2024-02-12 00:00:07,> SELECT: 6:00 PM,[combobox]  Return Time -> SELECT: 6:00 PM,seq_43
2024-02-12 00:00:08,> CLICK,[button]  Select My Car -> CLICK,seq_43
2024-02-12 00:00:09,> CLICK,[link]  Close -> CLICK,seq_43
2024-02-12 00:00:10,> CLICK,[link]  Pay Now -> CLICK,seq_43
2024-02-13 00:00:01,> CLICK,[button]  Browse the Parks Below -> CLICK,seq_44
2024-02-13 00:00:02,> CLICK,[span]  Six Flags Magic Mountain -> CLICK,seq_44
2024-02-13 00:00:03,> CLICK,[button]  Go! -> CLICK,seq_44
2024-02-13 00:00:04,> CLICK,"[link]  Tickets, Passes, VIP Tours  -> CLICK",seq_44
2024-02-13 00:00:05,> CLICK,[link]  Tickets & Passes -> CLICK,seq_44
2024-02-13 00:00:06,> CLICK,[span]  Buy Now > -> CLICK,seq_44
2024-02-13 00:00:07,> CLICK,[button]  Buy Now -> CLICK,seq_44
2024-02-13 00:00:08,> CLICK,[button]  Add to Cart -> CLICK,seq_44
2024-02-13 00:00:09,> CLICK,[button]  No Thanks -> CLICK,seq_44
2024-02-13 00:00:10,> CLICK,"[button]  No Thanks, Continue -> CLICK",seq_44
2024-02-14 00:00:01,> CLICK,[button]  Browse the Parks Below -> CLICK,seq_45
2024-02-14 00:00:02,> CLICK,[span]  Six Flags Magic Mountain -> CLICK,seq_45
2024-02-14 00:00:03,> CLICK,[button]  Go! -> CLICK,seq_45
2024-02-14 00:00:04,> CLICK,[link]  Park Hours & Calendar  Closed Today -> CLICK,seq_45
2024-02-15 00:00:01,> CLICK,[button]  Browse the Parks Below -> CLICK,seq_46
2024-02-15 00:00:02,> CLICK,[span]  Six Flags México -> CLICK,seq_46
2024-02-15 00:00:03,> CLICK,[button]  Go! -> CLICK,seq_46
2024-02-15 00:00:04,> CLICK,[link]  Planea Tu Visita  -> CLICK,seq_46
2024-02-15 00:00:05,> CLICK,[link]  Mapa del Parque -> CLICK,seq_46
2024-02-16 00:00:01,> CLICK,[link]  Careers -> CLICK,seq_47
2024-02-16 00:00:02,> CLICK,[link]  View All Open Positions -> CLICK,seq_47
2024-02-16 00:00:03,> CLICK,[span]  Filters -> CLICK,seq_47
2024-02-16 00:00:04,> CLICK,[a]  Software Development -> CLICK,seq_47
2024-02-16 00:00:05,> CLICK,[a]  Hybrid -> CLICK,seq_47
2024-02-16 00:00:06,> CLICK,[i]   -> CLICK,seq_47
2024-02-16 00:00:07,> CLICK,[button]  Apply Now -> CLICK,seq_47
2024-02-16 00:00:08,> CLICK,[button]  NEXT -> CLICK,seq_47
2024-02-17 00:00:01,> TYPE: vegetarian,"[textbox]  Search restaurants, cuisines, etc. -> TYPE: vegetarian",seq_48
2024-02-17 00:00:02,> CLICK,[b]  Vegetarian -> CLICK,seq_48
2024-02-17 00:00:03,> CLICK,"[button]  Fri., Apr. 14 -> CLICK",seq_48
2024-02-17 00:00:04,> CLICK,"[button]  April 11, 2023. -> CLICK",seq_48
2024-02-18 00:00:01,> TYPE: high tide,"[textbox]  Search restaurants, cuisines, etc. -> TYPE: high tide",seq_49
2024-02-18 00:00:02,> CLICK,[heading]  High Tide -> CLICK,seq_49
2024-02-18 00:00:03,> CLICK,"[div]  Fri., Apr. 21 -> CLICK",seq_49
2024-02-18 00:00:04,> CLICK,"[button]  April 17, 2023. -> CLICK",seq_49
2024-02-18 00:00:05,> SELECT: 2 Guests,[combobox]  Guests -> SELECT: 2 Guests,seq_49
2024-02-18 00:00:06,> CLICK,[button]  Notify for Lunch -> CLICK,seq_49
2024-02-19 00:00:01,> CLICK,[svg]   -> CLICK,seq_50
2024-02-19 00:00:02,> CLICK,[button]  Los Angeles -> CLICK,seq_50
2024-02-19 00:00:03,> TYPE: diner,"[textbox]  Search restaurants, cuisines, etc. -> TYPE: diner",seq_50
2024-02-19 00:00:04,> CLICK,[heading]  Spiral Diner & Bakery - Fort Worth -> CLICK,seq_50
2024-02-19 00:00:05,> SELECT: 3 Guests,[combobox]  Guests -> SELECT: 3 Guests,seq_50
2024-02-19 00:00:06,> CLICK,[div]  Today -> CLICK,seq_50
2024-02-19 00:00:07,> CLICK,"[button]  March 10, 2023. -> CLICK",seq_50
